identifier,abstract 1,abstract 2,abstract 3,subject_topical 1,subject_topical 2,type,date_text,date_single,date_qualifier,title,rights,repository,name,publisher,object_in_context,file_url,record_creation_date
fbpro_1983-11-12,1983 Football Program - UT vs Mississippi,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1983-11-12,1983-11-12,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=233,http://diglib.lib.utk.edu/fbpro/data/1983-11-12/fbpro_1983-11-12_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1984-12-22pressguide,1984 Football Press Guide - UT vs Maryland (Sun Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1984-12-22,1984-12-22,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=199,http://diglib.lib.utk.edu/fbpro/data/1984-12-22pressguide/fbpro_1984-12-22pressguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1981-11-07,1981 Football Program - UT vs Wichita State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1981-11-07,1981-11-07,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=223,http://diglib.lib.utk.edu/fbpro/data/1981-11-07/fbpro_1981-11-07_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1945-10-06,1945 Football Program - UT vs William & Mary,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1945-10-06,1945-10-06,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=524,http://diglib.lib.utk.edu/fbpro/data/1945-10-06/fbpro_1945-10-06_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1985-10-26,1985 Football Program - UT vs Georgia Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1985-10-26,1985-10-26,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=237,http://diglib.lib.utk.edu/fbpro/data/1985-10-26/fbpro_1985-10-26_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1966guide,1966 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1966-09-01,1966-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"Knoxville, Tenn. : The University of Tennessee",http://diglib.lib.utk.edu/fbpro/main.php?bid=782,http://diglib.lib.utk.edu/fbpro/data/1966guide/fbpro_1966guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1982guide,1982 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1982-09-01,1982-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=742,http://diglib.lib.utk.edu/fbpro/data/1982guide/fbpro_1982guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1953-10-03,1953 Football Program - UT vs Duke,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1953-10-03,1953-10-03,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=438,http://diglib.lib.utk.edu/fbpro/data/1953-10-03/fbpro_1953-10-03_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2010-11-13,2010 Football Program - UT vs Mississippi,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2010-11-13,2010-11-13,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=266,http://diglib.lib.utk.edu/fbpro/data/2010-11-13/fbpro_2010-11-13_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1994-01-01bowlguide,1993 Football Bowl Guide - UT vs Penn State (Citrus Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1994-01-01,1994-01-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=172,http://diglib.lib.utk.edu/fbpro/data/1994-01-01bowlguide/fbpro_1994-01-01bowlguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1932-11-05,1932 Football Program - UT vs Mississippi State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1932-11-05,1932-11-05,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=622,http://diglib.lib.utk.edu/fbpro/data/1932-11-05/fbpro_1932-11-05_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1997-01-01,1996 Football Program - UT vs Northwestern (Citrus Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1997-01-01,1997-01-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=44,http://diglib.lib.utk.edu/fbpro/data/1997-01-01/fbpro_1997-01-01_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1979-09-22,1979 Football Program - UT vs Utah,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1979-09-22,1979-09-22,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=217,http://diglib.lib.utk.edu/fbpro/data/1979-09-22/fbpro_1979-09-22_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2006-09-23,2006 Football Program - UT vs Marshall,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2006-09-23,2006-09-23,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=115,http://diglib.lib.utk.edu/fbpro/data/2006-09-23/fbpro_2006-09-23_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1961-11-11,1961 Football Program - UT vs Georgia Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1961-11-11,1961-11-11,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=396,http://diglib.lib.utk.edu/fbpro/data/1961-11-11/fbpro_1961-11-11_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2005-10-08,2005 Football Program - UT vs Georgia,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2005-10-08,2005-10-08,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=106,http://diglib.lib.utk.edu/fbpro/data/2005-10-08/fbpro_2005-10-08_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1985-09-14,1985 Football Program - UT vs UCLA,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1985-09-14,1985-09-14,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=234,http://diglib.lib.utk.edu/fbpro/data/1985-09-14/fbpro_1985-09-14_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2006-09-02,2006 Football Program - UT vs California,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2006-09-02,2006-09-02,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=114,http://diglib.lib.utk.edu/fbpro/data/2006-09-02/fbpro_2006-09-02_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1985-09-28,1985 Football Program - UT vs Auburn,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1985-09-28,1985-09-28,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=235,http://diglib.lib.utk.edu/fbpro/data/1985-09-28/fbpro_1985-09-28_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1963-10-12,1963 Football Program - UT vs Georgia Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1963-10-12,1963-10-12,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=405,http://diglib.lib.utk.edu/fbpro/data/1963-10-12/fbpro_1963-10-12_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2013-04-20spring,2013 Football Spring Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2013-04-20,2013-04-20,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=762,http://diglib.lib.utk.edu/fbpro/data/2013-04-20spring/fbpro_2013-04-20spring_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1991-09-28,1991 Football Program - UT vs Auburn,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1991-09-28,1991-09-28,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=12,http://diglib.lib.utk.edu/fbpro/data/1991-09-28/fbpro_1991-09-28_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1996-08-30guide,1996 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1996-08-30,1996-08-30,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=720,http://diglib.lib.utk.edu/fbpro/data/1996-08-30guide/fbpro_1996-08-30guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1991-09-14,1991 Football Program - UT vs UCLA,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1991-09-14,1991-09-14,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=10,http://diglib.lib.utk.edu/fbpro/data/1991-09-14/fbpro_1991-09-14_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1937-11-13,1937 Football Program - UT vs Vanderbilt,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1937-11-13,1937-11-13,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=638,http://diglib.lib.utk.edu/fbpro/data/1937-11-13/fbpro_1937-11-13_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1979-09-29,1979 Football Program - UT vs Auburn,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1979-09-29,1979-09-29,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=218,http://diglib.lib.utk.edu/fbpro/data/1979-09-29/fbpro_1979-09-29_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1993-11-27,1993 Football Program - UT vs Vanderbilt,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1993-11-27,1993-11-27,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=17,http://diglib.lib.utk.edu/fbpro/data/1993-11-27/fbpro_1993-11-27_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1990-08-31guide,1990 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1990-08-31,1990-08-31,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=703,http://diglib.lib.utk.edu/fbpro/data/1990-08-31guide/fbpro_1990-08-31guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1989-12-02,1989 Football Program - UT vs Vanderbilt,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1989-12-02,1989-12-02,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=163,http://diglib.lib.utk.edu/fbpro/data/1989-12-02/fbpro_1989-12-02_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2003-10-11,2003 Football Program - UT vs Georgia,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2003-10-11,2003-10-11,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=88,http://diglib.lib.utk.edu/fbpro/data/2003-10-11/fbpro_2003-10-11_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1974-11-16,1974 Football Program - UT vs Mississippi (at Memphis),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1974-11-16,1974-11-16,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=385,http://diglib.lib.utk.edu/fbpro/data/1974-11-16/fbpro_1974-11-16_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1966-10-29,1966 Football Program - UT vs Army (at Memphis),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1966-10-29,1966-10-29,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=326,http://diglib.lib.utk.edu/fbpro/data/1966-10-29/fbpro_1966-10-29_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1974guide,1974 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1974-09-01,1974-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=737,http://diglib.lib.utk.edu/fbpro/data/1974guide/fbpro_1974guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1934-12-08,1934 Football Program - UT vs LSU,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1934-12-08,1934-12-08,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=632,http://diglib.lib.utk.edu/fbpro/data/1934-12-08/fbpro_1934-12-08_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1946-10-12,1946 Football Program - UT vs UT-Chattanooga,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1946-10-12,1946-10-12,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=530,http://diglib.lib.utk.edu/fbpro/data/1946-10-12/fbpro_1946-10-12_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1949-10-22,1949 Football Program - UT vs Tennessee Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1949-10-22,1949-10-22,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=461,http://diglib.lib.utk.edu/fbpro/data/1949-10-22/fbpro_1949-10-22_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1970-09-19,1970 Football Program - UT vs Southern Methodist,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1970-09-19,1970-09-19,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=364,http://diglib.lib.utk.edu/fbpro/data/1970-09-19/fbpro_1970-09-19_001.jpg.t.jpg,2015-01-08T00:36:36Z
